sample_id,latitude,longitude,state,district,soil_type,sample_date,pH,N_kg_ha,P_kg_ha,K_kg_ha,Organic_Carbon_pct,Bulk_Density_g_cm3,Moisture_pct,Texture_Sand_pct,Texture_Silt_pct,Texture_Clay_pct,CEC_cmol_kg,EC_dS_m,S2_B2,S2_B3,S2_B4,S2_B8,S2_B11,S2_B12,S2_NDVI,S2_SAVI,S2_BSI
106,30.9995,75.9121,Punjab,Ludhiana,alluvial,2024-11-22,8.07,255.8,10.31,222.2,0.65,1.4,32.3,37.5,33.4,29.1,15.65,0.36,0.0376,0.0767,0.0913,0.1305,0.0813,0.0214,0.1767,0.0815,-0.0989
107,30.8402,75.7778,Punjab,Ludhiana,alluvial,2025-12-01,7.62,272.6,18.84,438.1,0.46,1.5,34.8,49.0,34.7,16.3,12.21,0.19,0.0517,0.0718,0.0888,0.124,0.0823,0.0321,0.1654,0.0741,-0.0877
108,30.8819,75.865,Punjab,Ludhiana,alluvial,2022-05-11,7.91,174.6,14.77,415.1,0.46,1.49,37.2,46.4,27.2,26.4,12.84,0.27,0.0446,0.0614,0.0906,0.1188,0.0558,0.0121,0.1347,0.0596,-0.1518
109,30.8111,75.7748,Punjab,Ludhiana,alluvial,2023-05-10,7.71,279.7,11.09,489.9,0.59,1.48,27.2,53.8,22.2,24.0,15.78,0.42,0.0504,0.0808,0.1124,0.1636,0.1147,0.0468,0.1855,0.099,-0.0351
110,30.8606,75.8567,Punjab,Ludhiana,alluvial,2024-05-19,7.95,282.5,12.26,390.5,0.37,1.52,26.0,54.8,23.7,21.5,14.34,0.19,0.0689,0.0844,0.1122,0.171,0.138,0.066,0.2076,0.1126,-0.0016
111,30.9154,75.8802,Punjab,Ludhiana,alluvial,2025-12-20,7.79,245.2,22.03,208.5,0.72,1.36,33.7,53.1,28.9,18.1,12.98,0.34,0.0417,0.0641,0.0889,0.1252,0.0747,0.0244,0.1695,0.0762,-0.1128
112,30.8879,75.8469,Punjab,Ludhiana,alluvial,2022-05-11,7.2,290.5,19.64,289.2,0.59,1.37,26.3,52.0,23.1,25.0,17.3,0.17,0.0502,0.0847,0.0897,0.1667,0.1266,0.0455,0.3003,0.1527,-0.0657
113,30.8535,75.7996,Punjab,Ludhiana,alluvial,2023-04-02,8.04,276.9,14.3,368.5,0.57,1.45,33.3,55.1,23.6,21.3,11.5,0.29,0.0456,0.0692,0.0877,0.1305,0.0808,0.0368,0.1961,0.0894,-0.1108
114,30.9029,75.8498,Punjab,Ludhiana,alluvial,2024-11-16,6.69,273.8,17.82,293.8,0.43,1.58,24.8,51.5,25.8,22.7,12.56,0.3,0.0606,0.0902,0.1155,0.1675,0.1368,0.0719,0.1837,0.0996,0.0096
115,30.9073,75.9194,Punjab,Ludhiana,alluvial,2025-12-05,7.04,183.5,16.41,464.7,0.31,1.55,36.7,47.7,18.4,33.9,15.18,0.29,0.0427,0.0768,0.0964,0.1246,0.0796,0.0179,0.1276,0.0587,-0.0751
116,30.8559,75.9478,Punjab,Ludhiana,alluvial,2022-04-05,7.33,216.2,17.4,222.1,0.7,1.5,28.4,56.7,13.7,29.6,16.03,0.38,0.0469,0.0789,0.092,0.1531,0.1054,0.0414,0.2493,0.123,-0.0829
117,30.8666,75.8447,Punjab,Ludhiana,alluvial,2023-12-05,7.64,292.2,16.66,350.0,0.74,1.36,27.7,57.8,19.3,22.9,13.31,0.19,0.0497,0.0658,0.1007,0.1506,0.1022,0.0503,0.1986,0.0996,-0.0639
118,30.9417,75.81,Punjab,Ludhiana,alluvial,2024-04-12,8.07,180.9,13.09,300.9,0.57,1.6,31.6,41.5,33.2,25.3,17.0,0.31,0.0445,0.0649,0.0882,0.1416,0.088,0.0435,0.2324,0.1098,-0.1141
119,30.9157,75.7955,Punjab,Ludhiana,alluvial,2025-04-19,7.89,278.8,18.15,279.7,0.45,1.55,25.5,44.6,38.2,17.2,11.4,0.44,0.0446,0.091,0.1111,0.1674,0.1331,0.0686,0.2022,0.1085,-0.0065
120,30.8838,75.8326,Punjab,Ludhiana,alluvial,2022-05-14,7.79,209.7,17.73,410.2,0.52,1.41,34.0,55.2,19.3,25.5,13.74,0.28,0.0475,0.077,0.0959,0.1339,0.0824,0.0253,0.1654,0.0781,-0.0908
121,21.2413,79.0819,Maharashtra,Nagpur,black,2023-11-18,7.93,228.0,12.29,649.3,0.63,1.54,52.5,22.1,17.6,60.3,33.52,0.35,0.0336,0.0395,0.0574,0.0574,0.01,0.01,0.0,0.0,-0.3418
122,21.1095,79.0478,Maharashtra,Nagpur,black,2024-05-23,7.8,221.9,8.2,495.3,0.56,1.47,49.2,25.8,9.9,64.3,30.65,0.59,0.0358,0.0553,0.0687,0.0638,0.01,0.01,-0.037,-0.0116,-0.2926
123,21.2409,79.1509,Maharashtra,Nagpur,black,2025-11-02,7.27,239.4,13.8,432.9,0.72,1.69,53.7,20.2,26.8,52.9,25.5,0.53,0.0325,0.0371,0.066,0.0504,0.01,0.01,-0.134,-0.038,-0.2636
124,21.1731,79.1074,Maharashtra,Nagpur,black,2022-05-02,7.61,161.5,12.0,626.6,0.53,1.61,45.7,20.2,17.0,62.9,30.01,0.25,0.0461,0.0617,0.0663,0.0747,0.0176,0.01,0.0596,0.0197,-0.2967
125,21.1314,79.177,Maharashtra,Nagpur,black,2023-12-16,7.94,185.9,15.02,301.8,0.7,1.57,40.3,24.6,17.2,58.3,27.43,0.57,0.0423,0.056,0.0805,0.095,0.0401,0.01,0.0826,0.0322,-0.184
126,21.2343,79.0736,Maharashtra,Nagpur,black,2024-05-02,8.01,136.5,8.02,558.5,0.69,1.66,44.5,19.3,16.8,63.9,37.57,0.21,0.0316,0.0476,0.0677,0.0878,0.0196,0.01,0.1293,0.046,-0.3156
127,21.1069,79.1878,Maharashtra,Nagpur,black,2025-12-05,8.22,265.9,5.12,498.8,0.85,1.43,55.0,22.4,22.6,54.9,36.48,0.59,0.0307,0.0433,0.0522,0.0455,0.01,0.01,-0.0686,-0.0168,-0.3372
128,21.2015,79.0251,Maharashtra,Nagpur,black,2022-12-27,7.53,152.2,7.42,557.8,0.78,1.64,41.6,17.9,25.4,56.7,29.13,0.43,0.05,0.0553,0.0802,0.0877,0.0357,0.01,0.0447,0.0168,-0.1827
129,21.1159,79.1065,Maharashtra,Nagpur,black,2023-04-09,7.6,262.3,5.09,434.3,0.59,1.53,39.8,21.0,25.8,53.2,34.71,0.31,0.038,0.0707,0.0857,0.0998,0.0519,0.01,0.076,0.0309,-0.133
130,21.2332,79.049,Maharashtra,Nagpur,black,2024-05-08,7.47,171.0,16.64,546.2,0.69,1.49,41.7,15.9,21.7,62.3,34.67,0.25,0.0412,0.0492,0.0725,0.0913,0.0365,0.01,0.1148,0.0425,-0.2223
131,21.1861,79.1092,Maharashtra,Nagpur,black,2025-04-17,7.89,182.6,14.85,580.7,0.83,1.65,56.0,21.8,21.2,57.0,38.02,0.5,0.0286,0.0349,0.0573,0.0416,0.01,0.01,-0.1587,-0.0393,-0.2875
132,21.0732,79.0311,Maharashtra,Nagpur,black,2022-12-03,7.7,135.7,12.45,352.4,0.6,1.5,48.1,16.2,21.2,62.6,34.38,0.41,0.0395,0.0553,0.0703,0.062,0.011,0.01,-0.0627,-0.0197,-0.2718
133,21.0506,79.0336,Maharashtra,Nagpur,black,2023-04-02,7.68,188.0,13.75,407.9,0.8,1.41,42.0,15.8,28.0,56.1,32.85,0.3,0.0377,0.0482,0.0673,0.0944,0.0336,0.01,0.1676,0.0614,-0.267
134,21.1959,79.1828,Maharashtra,Nagpur,black,2024-11-13,8.36,250.2,8.73,363.0,0.59,1.44,40.1,23.1,14.4,62.5,33.83,0.46,0.0414,0.0621,0.0872,0.0992,0.0468,0.01,0.0644,0.0262,-0.1443
135,21.0755,79.1857,Maharashtra,Nagpur,black,2025-04-25,8.19,260.1,16.18,341.5,0.6,1.7,41.0,20.7,11.4,67.9,31.55,0.36,0.038,0.0588,0.0815,0.0954,0.0477,0.01,0.0786,0.0308,-0.1517
136,21.0726,79.1519,Maharashtra,Nagpur,black,2022-12-20,8.15,196.9,9.5,396.5,0.41,1.68,45.3,25.1,22.4,52.5,25.42,0.49,0.0394,0.0583,0.0878,0.0865,0.0298,0.01,-0.0075,-0.0029,-0.1721
137,21.0969,79.0335,Maharashtra,Nagpur,black,2023-04-05,6.9,143.0,14.14,317.0,0.74,1.62,43.8,15.2,17.7,67.1,38.73,0.36,0.0375,0.0587,0.0727,0.089,0.0239,0.01,0.1008,0.037,-0.2726
138,21.0942,79.0501,Maharashtra,Nagpur,black,2024-04-18,7.77,171.6,9.17,405.6,0.63,1.44,49.7,27.2,20.5,52.2,31.27,0.46,0.0458,0.0496,0.0664,0.0721,0.01,0.01,0.0412,0.0134,-0.3313
139,21.1333,79.0198,Maharashtra,Nagpur,black,2025-12-06,7.58,190.0,17.24,535.0,0.83,1.64,51.3,28.7,4.3,67.0,44.74,0.33,0.0285,0.0445,0.0545,0.0516,0.01,0.01,-0.0273,-0.0072,-0.3422
140,21.0986,79.0307,Maharashtra,Nagpur,black,2022-04-15,8.06,227.7,12.31,638.7,0.74,1.57,44.3,27.7,15.4,56.8,37.44,0.25,0.0359,0.0553,0.0799,0.0784,0.0298,0.01,-0.0095,-0.0034,-0.1816
141,21.1618,79.0859,Maharashtra,Nagpur,black,2023-11-10,7.85,167.0,16.36,365.9,0.78,1.63,41.9,25.9,26.8,47.3,28.7,0.49,0.0372,0.0595,0.0692,0.0931,0.0362,0.01,0.1473,0.0541,-0.2431
142,21.1604,79.1451,Maharashtra,Nagpur,black,2024-12-15,8.33,146.5,8.15,511.5,0.83,1.46,54.1,29.1,25.6,45.4,26.62,0.57,0.0306,0.0561,0.0552,0.0433,0.01,0.01,-0.1208,-0.0298,-0.3082
143,21.1328,79.1025,Maharashtra,Nagpur,black,2025-05-24,7.02,196.5,11.1,593.9,0.64,1.67,46.6,18.9,27.1,54.0,36.0,0.35,0.0326,0.0596,0.0787,0.0727,0.0116,0.01,-0.0396,-0.0138,-0.2568
144,21.187,79.0415,Maharashtra,Nagpur,black,2022-12-24,7.14,182.4,9.94,591.7,0.47,1.55,46.1,29.0,19.5,51.5,26.18,0.46,0.0362,0.0617,0.079,0.0741,0.0276,0.01,-0.032,-0.0113,-0.1822
145,21.0568,79.1593,Maharashtra,Nagpur,black,2023-04-25,7.94,151.8,16.92,489.7,0.69,1.59,51.8,17.5,25.2,57.3,31.93,0.22,0.0284,0.0452,0.0643,0.0569,0.01,0.01,-0.0611,-0.0179,-0.2964
146,21.1819,78.9931,Maharashtra,Nagpur,black,2024-12-01,7.25,145.3,5.79,523.2,0.4,1.68,37.8,24.5,27.1,48.4,25.77,0.57,0.0453,0.0652,0.0854,0.112,0.0646,0.0184,0.1348,0.0572,-0.1228
147,21.0982,79.114,Maharashtra,Nagpur,black,2025-11-27,7.97,192.8,17.22,362.7,0.41,1.68,42.5,23.0,13.9,63.1,32.63,0.41,0.0395,0.0643,0.0841,0.1023,0.051,0.01,0.0976,0.0398,-0.1487
148,21.18,78.9963,Maharashtra,Nagpur,black,2022-12-13,7.25,189.7,8.9,589.8,0.56,1.42,54.2,16.2,18.9,64.9,38.01,0.6,0.0295,0.0531,0.0672,0.0569,0.01,0.01,-0.083,-0.0248,-0.2788
149,21.2338,79.036,Maharashtra,Nagpur,black,2023-12-09,8.15,138.2,9.31,642.1,0.57,1.69,49.4,24.6,18.5,56.9,33.11,0.56,0.0383,0.0586,0.0748,0.0692,0.01,0.01,-0.0389,-0.013,-0.2752
150,21.1925,79.0697,Maharashtra,Nagpur,black,2024-04-10,6.97,201.4,9.09,636.5,0.42,1.58,50.0,28.9,24.3,46.9,29.91,0.5,0.0438,0.0585,0.0729,0.0676,0.01,0.01,-0.0377,-0.0124,-0.2807
151,21.2449,79.0007,Maharashtra,Nagpur,black,2025-12-08,7.4,247.7,6.82,646.0,0.47,1.62,43.3,27.5,21.5,51.0,30.72,0.4,0.0427,0.0593,0.0818,0.099,0.0352,0.01,0.0951,0.0379,-0.2095
152,21.2382,79.0764,Maharashtra,Nagpur,black,2022-12-03,8.0,184.9,8.55,647.4,0.78,1.55,54.6,26.5,20.0,53.5,25.0,0.34,0.0222,0.0473,0.0613,0.0553,0.01,0.01,-0.0515,-0.0146,-0.3098
153,21.2386,79.0789,Maharashtra,Nagpur,black,2023-11-04,7.42,166.4,7.01,436.4,0.75,1.51,40.4,18.7,28.9,52.4,33.33,0.24,0.0393,0.065,0.0757,0.0978,0.0451,0.01,0.1274,0.0492,-0.1909
154,21.1084,79.0676,Maharashtra,Nagpur,black,2024-04-24,6.95,181.0,6.21,509.3,0.46,1.5,45.5,21.7,28.6,49.7,25.55,0.35,0.0368,0.0596,0.0835,0.0782,0.0238,0.01,-0.0328,-0.012,-0.1917
155,21.1342,79.0868,Maharashtra,Nagpur,black,2025-04-12,7.41,153.5,8.91,472.6,0.81,1.42,50.3,29.7,2.7,67.6,32.38,0.37,0.0375,0.0397,0.0603,0.0621,0.01,0.01,0.0147,0.0043,-0.338
156,21.1159,79.0569,Maharashtra,Nagpur,black,2022-05-10,7.06,152.9,17.33,416.3,0.51,1.59,46.6,24.4,24.5,51.2,25.95,0.52,0.0353,0.0665,0.0688,0.0675,0.0192,0.01,-0.0095,-0.0031,-0.2527
157,21.1252,79.1533,Maharashtra,Nagpur,black,2023-12-12,8.34,258.8,14.03,471.9,0.54,1.57,44.4,18.0,13.3,68.7,33.97,0.3,0.0334,0.0613,0.0782,0.0829,0.0201,0.01,0.0292,0.0107,-0.2473
158,21.1886,79.1538,Maharashtra,Nagpur,black,2024-12-22,7.73,218.0,11.0,547.9,0.45,1.53,46.3,23.9,17.0,59.1,37.57,0.32,0.0419,0.0575,0.0865,0.0753,0.0111,0.01,-0.0692,-0.0254,-0.2282
159,21.2341,79.1283,Maharashtra,Nagpur,black,2025-04-26,8.06,226.3,17.88,467.7,0.62,1.52,49.6,18.6,20.5,60.8,27.82,0.4,0.0339,0.0524,0.067,0.0663,0.01,0.01,-0.0053,-0.0017,-0.3103
160,21.179,79.1193,Maharashtra,Nagpur,black,2022-11-26,7.0,258.8,13.64,358.2,0.84,1.58,50.3,27.2,10.3,62.5,31.88,0.43,0.0308,0.0524,0.0641,0.0618,0.01,0.01,-0.0183,-0.0055,-0.3136
161,21.1501,79.059,Maharashtra,Nagpur,black,2023-04-16,7.75,198.6,10.8,436.9,0.59,1.63,45.3,18.9,35.9,45.3,26.37,0.44,0.0407,0.0629,0.076,0.0849,0.0224,0.01,0.0553,0.0202,-0.2526
162,21.1376,79.1294,Maharashtra,Nagpur,black,2024-11-03,7.12,253.1,10.92,372.4,0.45,1.54,39.4,29.4,15.2,55.4,27.68,0.39,0.0406,0.075,0.0878,0.1017,0.0547,0.01,0.0734,0.0302,-0.1209
163,21.162,79.1817,Maharashtra,Nagpur,black,2025-05-26,7.91,215.2,17.79,385.4,0.54,1.45,52.4,16.7,18.0,65.3,30.56,0.26,0.0371,0.046,0.0635,0.0453,0.01,0.01,-0.1673,-0.0448,-0.2606
164,21.2005,79.1517,Maharashtra,Nagpur,black,2022-04-19,7.8,131.0,12.7,436.1,0.58,1.61,44.5,24.6,25.8,49.6,25.0,0.28,0.0302,0.061,0.0801,0.0875,0.0218,0.01,0.0442,0.0166,-0.2435
165,21.1674,79.0596,Maharashtra,Nagpur,black,2023-12-20,7.3,187.5,11.86,523.7,0.45,1.58,43.7,17.8,15.4,66.8,40.8,0.44,0.0405,0.055,0.0886,0.0945,0.0302,0.01,0.0322,0.013,-0.1899
166,21.1277,79.1093,Maharashtra,Nagpur,black,2024-12-14,7.91,206.1,8.1,340.9,0.48,1.51,52.6,27.0,11.2,61.8,30.82,0.26,0.0348,0.0404,0.0663,0.0522,0.01,0.01,-0.119,-0.0342,-0.2681
167,21.1218,78.9919,Maharashtra,Nagpur,black,2025-05-07,7.74,262.1,6.82,410.1,0.48,1.54,48.3,25.4,13.7,60.9,32.73,0.22,0.0457,0.0583,0.0705,0.0753,0.0154,0.01,0.0329,0.0111,-0.2877
168,21.1084,79.045,Maharashtra,Nagpur,black,2022-11-06,7.47,225.0,11.35,328.9,0.77,1.41,48.9,22.6,8.3,69.1,43.6,0.5,0.0332,0.0462,0.0694,0.0672,0.01,0.01,-0.0161,-0.0052,-0.2992
169,21.202,79.0783,Maharashtra,Nagpur,black,2023-05-14,7.71,200.4,12.06,646.8,0.75,1.56,47.7,26.6,14.3,59.1,30.23,0.5,0.0394,0.0485,0.0748,0.0714,0.0203,0.01,-0.0233,-0.0079,-0.2284
170,21.0974,79.1521,Maharashtra,Nagpur,black,2024-11-28,7.59,261.1,15.62,453.7,0.45,1.7,43.2,26.3,8.0,65.8,32.98,0.51,0.05,0.063,0.0795,0.0908,0.0323,0.01,0.0664,0.0253,-0.2088
171,21.1908,79.0479,Maharashtra,Nagpur,black,2025-11-28,7.17,157.4,9.56,398.4,0.72,1.56,42.0,17.5,21.7,60.8,28.01,0.33,0.0402,0.0536,0.0751,0.1017,0.0437,0.01,0.1505,0.059,-0.2093
172,21.0792,79.0544,Maharashtra,Nagpur,black,2022-05-25,7.49,231.2,8.61,529.6,0.63,1.61,42.0,27.2,5.3,67.5,30.4,0.25,0.0393,0.0593,0.0813,0.0891,0.0349,0.01,0.0458,0.0175,-0.1854
173,21.1889,79.1655,Maharashtra,Nagpur,black,2023-12-16,7.41,217.3,15.33,569.1,0.78,1.52,49.6,17.1,28.0,54.8,25.99,0.5,0.0342,0.0515,0.062,0.0699,0.01,0.01,0.0599,0.0188,-0.3511
174,21.1359,79.0324,Maharashtra,Nagpur,black,2024-11-11,7.58,226.8,9.66,322.2,0.55,1.56,48.3,26.6,28.3,45.1,26.93,0.29,0.0371,0.0592,0.0804,0.0691,0.0138,0.01,-0.0756,-0.0261,-0.2256
175,21.0748,79.1615,Maharashtra,Nagpur,black,2025-12-15,7.36,197.2,5.63,334.9,0.77,1.64,48.4,23.7,22.9,53.4,32.82,0.38,0.0323,0.0541,0.0695,0.0593,0.0143,0.01,-0.0792,-0.0243,-0.2488
176,21.1244,79.1708,Maharashtra,Nagpur,black,2022-05-02,7.89,142.6,17.13,395.9,0.4,1.6,49.2,18.0,13.0,69.0,31.5,0.3,0.0338,0.0574,0.0764,0.0706,0.01,0.01,-0.0395,-0.0134,-0.2709
177,21.0519,79.1291,Maharashtra,Nagpur,black,2023-04-28,7.94,217.1,11.2,346.4,0.58,1.47,41.8,25.5,21.9,52.6,25.0,0.47,0.0402,0.0664,0.0835,0.094,0.0433,0.01,0.0592,0.0232,-0.1569
178,21.0766,79.1886,Maharashtra,Nagpur,black,2024-05-03,7.04,227.7,16.45,348.0,0.59,1.63,43.7,16.1,35.6,48.3,25.08,0.5,0.0444,0.0492,0.0754,0.0815,0.024,0.01,0.0389,0.0139,-0.238
179,21.0701,79.1405,Maharashtra,Nagpur,black,2025-12-12,7.81,227.6,10.35,540.3,0.64,1.66,44.6,24.8,30.0,45.2,25.0,0.23,0.0348,0.0574,0.074,0.0862,0.026,0.01,0.0762,0.0277,-0.2487
180,21.1817,79.0503,Maharashtra,Nagpur,black,2022-05-24,7.66,141.9,12.9,572.6,0.83,1.61,44.2,17.1,30.0,52.9,31.82,0.54,0.04,0.0501,0.0623,0.0786,0.0318,0.01,0.1157,0.0381,-0.2552
181,21.1222,79.0533,Maharashtra,Nagpur,black,2023-12-28,7.46,159.8,13.3,324.9,0.58,1.67,51.3,26.8,12.1,61.2,29.99,0.2,0.0316,0.0483,0.0651,0.0697,0.01,0.01,0.0341,0.0109,-0.3319
182,21.2397,79.0696,Maharashtra,Nagpur,black,2024-11-21,8.33,195.3,12.64,304.8,0.78,1.46,42.4,23.2,21.3,55.5,26.24,0.57,0.0423,0.0569,0.073,0.088,0.0322,0.01,0.0932,0.034,-0.2299
183,21.0811,79.0554,Maharashtra,Nagpur,black,2025-04-10,7.66,217.9,6.09,327.7,0.72,1.68,46.6,21.4,14.5,64.2,30.73,0.59,0.0389,0.0531,0.0741,0.0741,0.0152,0.01,0.0,0.0,-0.2662
184,21.0739,79.1316,Maharashtra,Nagpur,black,2022-04-06,7.51,140.6,12.91,408.3,0.71,1.62,40.9,27.7,9.1,63.2,34.54,0.5,0.0438,0.0605,0.0834,0.0822,0.0503,0.01,-0.0072,-0.0027,-0.0963
185,21.117,79.0759,Maharashtra,Nagpur,black,2023-04-09,7.43,163.3,16.35,556.5,0.62,1.44,51.3,22.8,23.6,53.7,32.94,0.56,0.0389,0.0448,0.0698,0.0532,0.01,0.01,-0.135,-0.04,-0.2507
186,21.1946,79.0357,Maharashtra,Nagpur,black,2024-04-02,7.61,178.8,9.78,389.3,0.72,1.43,46.9,16.2,24.4,59.4,34.2,0.43,0.0336,0.0529,0.0735,0.0753,0.0144,0.01,0.0121,0.0042,-0.2771
187,21.0949,79.0397,Maharashtra,Nagpur,black,2025-11-09,7.11,258.5,5.46,581.1,0.79,1.61,44.4,15.7,39.0,45.3,31.48,0.46,0.0473,0.0526,0.0715,0.0859,0.0299,0.01,0.0915,0.0329,-0.2413
188,21.2047,79.0521,Maharashtra,Nagpur,black,2022-04-18,7.18,136.6,5.6,440.3,0.77,1.66,50.7,16.8,23.9,59.3,33.71,0.55,0.0349,0.0418,0.0715,0.0524,0.01,0.01,-0.1542,-0.0459,-0.238
189,21.1593,79.1492,Maharashtra,Nagpur,black,2023-05-01,7.24,229.2,17.63,649.2,0.61,1.63,50.6,19.4,26.4,54.2,28.55,0.49,0.0334,0.0522,0.069,0.0631,0.01,0.01,-0.0447,-0.014,-0.2886
190,21.091,79.1866,Maharashtra,Nagpur,black,2024-12-16,6.85,227.4,14.87,431.7,0.82,1.62,48.9,23.1,31.3,45.6,25.12,0.32,0.0308,0.0529,0.07,0.0584,0.01,0.01,-0.0903,-0.0277,-0.2674
191,21.1662,79.0911,Maharashtra,Nagpur,black,2025-12-03,7.18,136.2,10.37,613.5,0.83,1.54,45.8,17.1,13.6,69.3,44.18,0.5,0.0325,0.0578,0.0671,0.0756,0.0161,0.01,0.0596,0.0198,-0.3032
192,21.0967,79.1787,Maharashtra,Nagpur,black,2022-05-25,8.14,168.4,10.11,591.2,0.67,1.5,40.2,24.9,28.5,46.6,31.15,0.38,0.0344,0.0527,0.0878,0.0956,0.0406,0.01,0.0425,0.0171,-0.1553
193,21.0681,79.1515,Maharashtra,Nagpur,black,2023-11-27,7.03,172.8,15.01,458.2,0.75,1.54,45.7,16.6,35.7,47.7,26.03,0.54,0.032,0.0461,0.0785,0.0818,0.0156,0.01,0.0206,0.0075,-0.2646
194,21.0848,79.1804,Maharashtra,Nagpur,black,2024-12-18,7.92,149.3,10.15,317.1,0.72,1.49,53.3,18.2,21.7,60.1,39.93,0.53,0.0355,0.0443,0.0487,0.0608,0.01,0.01,0.1105,0.0298,-0.4115
195,21.1761,79.1189,Maharashtra,Nagpur,black,2025-11-27,6.87,148.4,17.77,345.8,0.74,1.65,51.6,21.9,26.8,51.2,33.18,0.35,0.0364,0.0592,0.0696,0.0585,0.01,0.01,-0.0867,-0.0265,-0.2701
196,21.2348,79.0766,Maharashtra,Nagpur,black,2022-12-16,7.05,235.0,15.52,342.9,0.43,1.68,48.9,18.0,12.1,69.9,42.29,0.22,0.0404,0.0564,0.0738,0.0697,0.01,0.01,-0.0286,-0.0096,-0.2822
197,21.1324,79.1001,Maharashtra,Nagpur,black,2023-04-03,7.34,150.3,5.45,516.7,0.41,1.47,41.3,17.6,20.3,62.1,38.18,0.32,0.0341,0.0634,0.0802,0.0949,0.0455,0.01,0.084,0.0327,-0.1637
198,21.1589,79.0869,Maharashtra,Nagpur,black,2024-11-13,7.84,198.3,15.33,646.3,0.53,1.63,50.8,18.0,33.6,48.4,30.09,0.34,0.0389,0.0436,0.0636,0.0659,0.01,0.01,0.0178,0.0055,-0.3294
199,21.0819,79.0396,Maharashtra,Nagpur,black,2025-05-09,7.32,237.1,11.13,425.1,0.52,1.58,37.7,24.0,30.4,45.7,28.57,0.29,0.0464,0.0607,0.0879,0.1063,0.059,0.0108,0.0947,0.0398,-0.1182
200,21.0973,79.0536,Maharashtra,Nagpur,black,2022-11-19,7.74,258.8,10.05,627.3,0.64,1.7,51.8,26.1,9.2,64.8,42.46,0.27,0.0244,0.0508,0.0647,0.0593,0.01,0.01,-0.0435,-0.013,-0.3019
201,21.0681,79.0365,Maharashtra,Nagpur,black,2023-05-01,7.2,201.2,16.46,472.3,0.41,1.49,46.7,29.2,8.3,62.5,39.82,0.4,0.0399,0.0567,0.0791,0.0831,0.0171,0.01,0.0247,0.0091,-0.258
202,21.2334,79.1449,Maharashtra,Nagpur,black,2024-11-03,7.95,145.7,15.98,413.3,0.64,1.41,40.9,28.8,26.2,45.0,30.0,0.43,0.0366,0.0569,0.0733,0.1072,0.0369,0.01,0.1878,0.0747,-0.2589
203,21.0848,79.1837,Maharashtra,Nagpur,black,2025-11-08,7.09,168.3,17.33,577.1,0.57,1.69,41.2,20.9,10.5,68.5,32.03,0.46,0.0371,0.0656,0.08,0.104,0.0377,0.01,0.1304,0.0526,-0.2198
204,21.1635,79.0264,Maharashtra,Nagpur,black,2022-11-26,7.13,169.4,14.13,500.5,0.7,1.66,51.8,20.7,14.0,65.4,28.97,0.51,0.0277,0.0586,0.0578,0.0569,0.01,0.01,-0.0078,-0.0022,-0.3376
205,21.1918,79.1178,Maharashtra,Nagpur,black,2023-11-15,7.95,149.8,17.77,358.8,0.84,1.67,54.4,23.5,26.0,50.5,26.35,0.24,0.0273,0.0417,0.0567,0.0436,0.01,0.01,-0.1306,-0.0327,-0.299
206,21.2264,79.0602,Maharashtra,Nagpur,black,2024-12-04,8.0,231.3,10.7,446.9,0.41,1.45,42.1,25.4,24.4,50.2,25.0,0.37,0.0396,0.0568,0.0844,0.1112,0.0376,0.01,0.137,0.0578,-0.2209
207,21.1184,79.1676,Maharashtra,Nagpur,black,2025-05-24,7.52,160.9,5.43,307.0,0.77,1.48,52.7,23.7,11.6,64.7,40.56,0.24,0.0385,0.0425,0.0631,0.0595,0.01,0.01,-0.0294,-0.0087,-0.3123
208,21.0607,79.0562,Maharashtra,Nagpur,black,2022-05-14,8.25,258.8,10.61,528.8,0.43,1.58,44.0,29.7,1.8,68.5,39.42,0.37,0.038,0.0563,0.0786,0.0848,0.0302,0.01,0.0379,0.014,-0.2047
209,21.1355,79.0489,Maharashtra,Nagpur,black,2023-12-07,7.21,167.8,12.43,593.9,0.71,1.45,44.2,25.9,11.0,63.1,28.77,0.34,0.0378,0.0472,0.075,0.0883,0.0154,0.01,0.0814,0.0301,-0.3011
210,21.1275,79.0642,Maharashtra,Nagpur,black,2024-12-12,7.08,189.6,11.12,613.2,0.44,1.48,51.7,24.6,25.3,50.2,30.42,0.46,0.0413,0.0467,0.0787,0.0615,0.01,0.01,-0.1227,-0.0403,-0.2294
211,21.1328,79.1413,Maharashtra,Nagpur,black,2025-05-18,7.75,239.9,14.05,333.8,0.48,1.6,41.0,21.6,32.3,46.1,25.0,0.52,0.0451,0.0639,0.0874,0.096,0.0471,0.01,0.0469,0.0189,-0.1337
212,21.0569,79.1042,Maharashtra,Nagpur,black,2022-05-04,8.32,218.3,8.06,404.6,0.43,1.52,52.0,22.8,22.5,54.7,30.33,0.54,0.0346,0.0482,0.0666,0.0644,0.01,0.01,-0.0168,-0.0052,-0.3068
213,21.0796,79.109,Maharashtra,Nagpur,black,2023-11-24,7.12,159.8,6.02,539.1,0.83,1.46,42.7,29.2,14.5,56.2,26.35,0.53,0.0309,0.053,0.0788,0.0883,0.0419,0.01,0.0569,0.0214,-0.1647
